Stomatepia pindu	YP_009590629
Moxostoma poecilurum	YP_913668
Pogona vitticeps	YP_220656
Neomaskellia andropogonis	YP_073310
Salarias fasciatus	NP_740142
Sibylla pretiosa	YP_009471349
Pseudocercospora mori	YP_009469551
Varuna yui	YP_009467383
Phatnoma laciniatum	YP_009467152
Perissonemia borneenis	YP_009467139
Agramma hupehanum	YP_009467126
Lateolabrax maculatus	YP_009230384
Paraescarpia echinospica	YP_009466778
Maccullochella mariensis	YP_009466122
Pentatomidae sp. GM-2014	YP_009466091
Periophthalmus minutus	YP_009466079
Styela clava	YP_009466068
Hydatigera kamiyai	YP_009466061
Sahyadria denisonii	YP_008379309
Sergia lucens	YP_009465604
Alectis indica	YP_009465697
Alepes djedaba	YP_009465684
Pseudobagrus medianalis	YP_009465671
Trachyrhamphus serratus	YP_009465658
Doryichthys boaja	YP_009465645
Syngnathoides biaculeatus	YP_009465632
Solegnathus hardwickii	YP_009465619
Eurydema maracandica	YP_009465592
Oreochromis macrochir	YP_009463901
Oreochromis andersonii	YP_009463888
Coptotermes suzhouensis	YP_009463874
Alosa aestivalis	YP_009463862
Alosa mediocris	YP_009463849
Exoglossum maxillingua	YP_009463836
Notropis hudsonius	YP_009463823
Catostomus catostomus	YP_009463810
Ameiurus catus	YP_009463797
Cyprinella leedsi	YP_009463784
Rhinichthys obtusus	YP_009463771
Notropis heterolepis	YP_009463758
Notropis chalybaeus	YP_009463745
Mesoplodon stejnegeri	YP_009463001
Mastomys natalensis	YP_009462905
Longchuanacris curvifurculus	YP_009462891
Biomphalaria straminea	YP_009462888
Lophius piscatorius	YP_009462497
Auriculastra duplicata	YP_009460049
Eochionelasmus ohtai	YP_009459960
Vipera berus	YP_009459949
Cheumatopsyche analis	YP_009459935
Cheumatopsyche campyla	YP_009459922
Mus pahari	YP_009450476
Conus quercinus	YP_009383939
Dryophytes japonicus	YP_001648853
Potamyia flava	YP_009459909
Cheumatopsyche speciosa	YP_009459896
Hydropsyche orris	YP_009459883
Hydropsyche simulans	YP_009459870
Centropyge vrolikii	YP_009459858
Channa gachua	YP_009459845
Sinopotamon yaanense	YP_009459830
Longpotamon yangtsekiense	YP_009459817
Mycopsylla gardenensis	YP_009459766
Schizothorax eurystomus	YP_009458938
Gadus macrocephalus	YP_009458840
Haliotis rufescens	YP_009458656
Siren lacertina	YP_009458645
Lingula anatina	YP_009450461
Fabriciana nerippe	YP_004935385
Atherinomorus lacunosus	YP_009455696
Iriatherina werneri	YP_009455683
Lutraria maxima	YP_009455668
Xenoturbella japonica	YP_009455556
Melanocorypha mongolica	YP_009455379
Caryanda elegans	YP_009454599
Atrocalopteryx melli	YP_009454586
Schizothorax integrilabiatus	YP_009454521
Gonopsis affinis	YP_009454507
Sinogastromyzon szechuanensis	YP_009454256
Hemiculter tchangi	YP_009454243
Maxomys surifer	YP_009453860
Lenothrix canus	YP_009453847
Berylmys berdmorei	YP_009453834
Sundamys annandalei	YP_009453821
Sundamys infraluteus	YP_009453808
Sundamys maxi	YP_009453795
Paruromys dominator	YP_009453782
Halmaheramys bokimekot	YP_009453769
Bunomys penitus	YP_009453756
Prognichthys sealei	YP_009453658
Cheilopogon cyanopterus	YP_009453645
Cheilopogon agoo	YP_009453632
Parexocoetus brachypterus	YP_009453619
Centropyge deborae	YP_009450350
Acipenser gueldenstaedtii x Acipenser baerii	YP_009450337
Glossogobius giuris	YP_009450324
Arius arius	YP_009450311
Thryssa hamiltonii	YP_009450298
Notonecta chinensis	YP_009450284
Ortleppascaris sinensis	YP_009450248
Ascaris ovis	YP_009450147
Tachysurus fulvidraco x Leiocassis longirostris	YP_009450136
Goura victoria	YP_009449514
Otidiphaps nobilis	YP_009449501
Trugon terrestris	YP_009449488
Saccostrea mytiloides	YP_009445976
Saccostrea echinata	YP_009445964
Carabus lafossei	YP_009447601
Bokermannohyla alvarengai	YP_009446489
Anodonta cygnea	YP_009446236
Triuncina daii	YP_009446040
Saccostrea glomerata	YP_009446027
Episyrphus balteatus	YP_009446002
Trocnadella arisana	YP_009445989
Macaca radiata	YP_009447615
Phrynosoma blainvillii	YP_009446476
Modiolus kurilensis	YP_009446144
Pectinodesmus pectinatus	YP_009449857
Ancoracysta twista	YP_009446469
Lepomis punctatus	YP_009444696
Tor malabaricus	YP_009444556
Pylodictis olivaris	YP_009444670
Lepomis auritus	YP_009444657
Manis culionensis	YP_009445942
Manis crassicaudata	YP_009445929
Muntiacus putaoensis	YP_009445868
Eurythenes maldoror	YP_009445853
Parascaris equorum	YP_009445828
Hypselodoris apolegma	YP_009445814
Saccopteryx leptura	YP_009445605
Acipenser dabryanus x Acipenser schrenckii	YP_009445592
Rhinolophus yunnanensis	YP_009445579
Picromerus griseus	YP_009445565
Delphinus delphis	YP_009445399
Trichobilharzia szidati	YP_009445129
Marshallagia marshalli	YP_009445095
Lonchura stygia	YP_009445084
Lonchura spectabilis	YP_009445071
Lonchura nigerrima	YP_009445058
Lonchura nevermanni	YP_009445045
Lonchura melaena	YP_009445032
Lonchura grandis x Lonchura castaneothorax	YP_009445019
Lonchura hunsteini	YP_009445006
Lonchura forbesi	YP_009444980
Lonchura flaviprymna	YP_009444967
Lonchura castaneothorax	YP_009444954
Lonchura caniceps	YP_009444941
Lonchura leucosticta	YP_009444928
Coregonus artedi	YP_009444742
Salvelinus namaycush	YP_009444729
Ameiurus natalis	YP_009444716
Otocyon megalotis	YP_009444098
Stimulopalpus japonicus	YP_009443914
Speleketor irwini	YP_009443901
Lachesilla anna	YP_009443888
Archipsocus nomas	YP_009443875
Amphigerontia montivaga	YP_009443862
Prionoglaris stygia	YP_009443849
Dorypteryx domestica	YP_009443836
Argonauta hians	YP_009443434
Pteroptyx maipo	YP_009443413
Diaphorina lycii	YP_009443400
Amphioctopus marginatus	YP_009443389
Electrona carlsbergi	YP_009443280
Mesoclemmys hogei	YP_009443254
Gelochelidon nilotica	YP_009443228
Parapolybia crocea	YP_009443214
Incoltorrida madagassica	YP_009441631
Monotoma quadricollis	YP_009441644
Spheniscus humboldti	YP_009442973
Tadarida latouchei	YP_009442822
Tadarida teniotis	YP_009442809
Atractosteus tristoechus	YP_009442796
Myotis martiniquensis	YP_009442783
Myotis albescens	YP_009442770
Myotis volans	YP_009442757
Myotis horsfieldii	YP_009442744
Myotis atacamensis	YP_009442731
Myotis thysanodes	YP_009442718
Myotis melanorhinus	YP_009442705
Myotis leibii	YP_009442692
Myotis auriculus	YP_009442679
Myotis yumanensis	YP_009442666
Myotis nigricans	YP_009442653
Myotis riparius	YP_009442640
Myotis oxyotus	YP_009442627
Myotis keaysi	YP_009442601
Myotis evotis	YP_009442588
Myotis dominicensis	YP_009442575
Paratetraonchoides inermis	YP_009442307
Calophya schini	YP_009442198
Discogobio longibarbatus	YP_009442173
Pleuronichthys japonicus	YP_009442074
Japananus hyalinus	YP_009442060
Spheniscus mendiculus	YP_009442048
Maiestas dorsalis	YP_009442034
Cyclorhipidion bodoanus	YP_009442021
Gnathotrichus materiarius	YP_009442008
Anisandrus dispar	YP_009441995
Trypodendron signatum	YP_009441982
Orthotomicus laricis	YP_009441969
Hylastes attenuatus	YP_009441956
Pityogenes bidentatus	YP_009441943
Pityophthorus pubescens	YP_009441930
Dryocoetes autographus	YP_009441917
Trypodendron domesticum	YP_009441904
Trypophloeus asperatus	YP_009441891
Xylosandrus crassiusculus	YP_009441878
Dryocoetes villosus	YP_009441852
Ips sexdentatus	YP_009441839
Xylosandrus germanus	YP_009441826
Horatocera niponica	YP_009441813
Eucinetus haemorrhoidalis	YP_009441800
Tetratoma fungorum	YP_009441774
Silvanus bidentatus	YP_009441735
Anatis ocellata	YP_009441722
Amphizoa insolens	YP_009441709
Hydrochus carinatus	YP_009441696
Usechus lacerta	YP_009441683
Amara communis	YP_009441670
Byturus ochraceus	YP_009441657
Hylastes brunneus	YP_009441592
Tachyta nana	YP_009441579
Hippotragus leucophaeus	YP_009400220
Botrylloides giganteus	YP_009029824
Gymnocypris scleracanthus	YP_009443293
Castor canadensis	YP_009348432
Cladonia rangiferina	YP_009442470
Spheniscus magellanicus	YP_009441619
Comephorus dybowskii	YP_009440552
Comephorus baicalensis	YP_009440539
Usnea ceratina	YP_009428588
Apis nuluensis	YP_009441407
Gloydius strauchi	YP_009441395
Ompok bimaculatus	YP_009441382
Osteobrama belangeri	YP_009441369
Sicydium salvini	YP_009441332
Sicydium altum	YP_009441319
Hemieleotris latifasciata	YP_009441306
Gobiomorus maculatus	YP_009441293
Eleotris picta	YP_009441280
Eleotris amblyopsis	YP_009441267
Awaous banana	YP_009441254
Tagiades litigiosa	YP_009441003
Moniezia benedeni	YP_009440978
Hydromanicus wulaianus	YP_009440923
Erpobdella japonica	YP_009440563
Cottus rhenanus	YP_009440526
Cottus perifretum	YP_009440513
Cottus asper	YP_009440500
Aethina tumida	YP_009437730
Scaphirhynchus suttkusi	YP_009434471
Plasmodium yoelii	XP_022811205
Corvus corax	YP_009373282
Charybdis natator	YP_009439689
Yanocephalus yanonis	YP_009439677
Gastrolina thoracica	YP_009437860
Melaphis rhois	YP_009434606
Manis gigantea	YP_009434595
Traulia minuta	YP_009434581
Nomadacris japonica	YP_009434568
Odontobutis haifengensis	YP_009434352
Odontobutis haifengensis	YP_009434351
Gyps fulvus	YP_009434205
Hippocampus jayakari	YP_009434192
Mylabris aulica	YP_009434152
Hycleus phaleratus	YP_009434139
Hycleus marcipoli	YP_009434126
Epicauta tibialis	YP_009434113
Epicauta gorhami	YP_009434100
Potamotrygon magdalenae	YP_009434088
Ondatra zibethicus	YP_009433772
Trichopodus pectoralis	YP_009388835
Diphyllobothrium stemmacephalum	YP_009428348
Bos frontalis	YP_009433584
Mastomys coucha	YP_009433486
Tringa semipalmata	YP_009433389
Taharana fasciana	YP_009433375
Cnizocoris sinensis	YP_009433284
Carcinocoris binghami	YP_009433271
Phymata americana	YP_009433258
Schizothorax curvilabiatus	YP_009432271
Cyathochromis obliquidens	YP_009432258
Chilotilapia rhoadesii	YP_009432245
Copadichromis trimaculatus	YP_009432232
Atrobucca nibe	YP_009431903
Johnius carouna	YP_009431890
Carassius auratus x Megalobrama amblycephala x Carassius cuvieri	YP_009431709
Xenocypris yunnanensis	YP_009429685
Xenograpsus ngatama	YP_009429416
Rhipicephalus turanicus	YP_009429101
Percina crypta	YP_009429089
Etheostoma jessiae	YP_009429076
Etheostoma chuckwachatte	YP_009429063
Pennahia pawak	YP_009429050
Neanthes glandicincta	YP_009428943
Halosauropsis macrochir	YP_009428537
Favites abdita	YP_009428253
Corvus coronoides	YP_009428144
Sardinella fijiensis	YP_009427959
Maackia herderiana	YP_009427781
Baicalia turriformis	YP_009427755
Etheostoma tallapoosae	YP_009427731
Myocastor coypus	YP_009427718
Niviventer cremoriventer	YP_009424387
Callosciurus finlaysonii	YP_009424322
Callosciurus prevostii	YP_009424309
Callosciurus notatus	YP_009424296
Sundasciurus lowii	YP_009424270
Sundasciurus brookei	YP_009424257
Lutrogale perspicillata	YP_009424244
Lutra sumatrana	YP_009424231
Aquila heliaca	YP_009424010
Rana omeimontis	YP_009423997
Rana kukunoris	YP_009423984
Rana chaochiaoensis	YP_009423971
Circus melanoleucos	YP_009423879
Mammut americanum	YP_009423866
Apis mellifera sahariensis	YP_009428446
Godlewskia godlewskia	YP_009427768
Alcedo atthis	YP_009427744
Hippocampus sindonis	YP_009424518
Trichys fasciculata	YP_009424361
Leopoldamys sabanus	YP_009424348
Sundamys muelleri	YP_009424343
Aonyx cinerea	YP_009424283
Macaca mulatta	YP_026106
Crocodylus johnsoni	YP_004300396
Labichthys carinatus	YP_003345322
Steganacarus magnus	YP_002317272
Acanthurus lineatus	YP_001595476
Onchocerca volvulus	COX1_13186
Graphis lineola	YP_009424469
Ruditapes decussatus	YP_009422183
Reduvius tenebrosus	YP_009422171
Cipangopaludina ussuriensis	YP_009422144
Rasbora argyrotaenia	YP_009421709
Myuchelys bellii	YP_009421696
Rhopilema esculentum	YP_009421323
Nemopilema nomurai	YP_009421310
Psammoperca waigiensis	YP_009421124
Lates niloticus	YP_009421111
Bellamya aeruginosa	YP_009421096
Cipangopaludina chinensis	YP_009421083
Viviparus chui	YP_009421070
Pseudemydura umbrina	YP_009420977
Cerastoderma edule	YP_009420860
Schismatogobius ampluvinculus	YP_009420042
Kraemeria cunicularia	YP_009420029
Thermophis baileyi	YP_009419991
Japanagallia spinosa	YP_009417630
Durgades nigropicta	YP_009417617
Gibbula umbilicalis	YP_009417593
Acanthoscelides obtectus	YP_009417310
Halcyon smyrnensis	YP_009421670
Sporophila maximiliani	YP_009417289
Leptogorgia sarmentosa	YP_009417108
Leptogorgia alba	YP_009417094
Pacifigorgia cairnsi	YP_009417080
Eunicella cavolinii	YP_009417066
Eunicella albicans	YP_009417052
Eugorgia mutabilis	YP_009417038
Leptogorgia gaini	YP_009417024
Leptogorgia capverdensis	YP_009417010
Etheostoma caeruleum	YP_009416829
Ambloplites rupestris	YP_009416816
Megaceryle lugubris	YP_009416803
Mirza coquereli	YP_009416704
Cheirogaleus major	YP_009416691
Agkistrodon contortrix	YP_009415286
Allocebus trichotis	YP_009414955
Microcebus simmonsi	YP_009414942
Microcebus berthae	YP_009414929
Vanmanenia stenosoma	YP_009414916
Lymantria umbrosa	YP_009414912
Napothera epilepidota	YP_009414890
Rattus baluensis	YP_009414599
Schismatogobius marmoratus	YP_009414612
Neotomodon alstoni	YP_009414417
Peromyscus crinitus	YP_009414404
Peromyscus megalops	YP_009414391
Habromys ixtlani	YP_009414378
Peromyscus melanophrys	YP_009414365
Phaner parienti	YP_009414340
Phaner pallescens	YP_009414327
Phaner electromontis	YP_009414314
Mirza zaza	YP_009414301
Cheirogaleus sibreei	YP_009414288
Cheirogaleus crossleyi	YP_009414275
Microcebus margotmarshae	YP_009414262
Microcebus lehilahytsara	YP_009414249
Microcebus danfossi	YP_009414223
Isthmomys pirrensis	YP_009414210
Neotoma mexicana	YP_009414145
Margarya melanioides	YP_009413696
Palythoa heliodiscus	YP_009413554
Zoanthus sansibaricus	YP_009413541
Dremomys pernyi	YP_009413522
Sigmodon hispidus	YP_009413189
Peromyscus polionotus	YP_009413176
Lagopus lagopus	YP_009412992
Microcebus jollyae	YP_009412883
Microcebus mittermeieri	YP_009412870
Microcebus rufus	YP_009412857
Microcebus tavaratra	YP_009412831
Microcebus bongolavensis	YP_009412818
Microcebus myoxinus	YP_009412792
Microcebus ravelobensis	YP_009412779
Microcebus tanosi	YP_009412766
Microcebus arnholdi	YP_009412753
Anaphothrips obscurus	YP_009409432
Hediste diadroma	YP_009409386
Archichauliodes deceptor	YP_009409204
Neodon sikimensis	YP_009409192
Pseudobagrus tenuis	YP_009408840
Deroceras reticulatum	YP_009408797
Eurycea cirrigera	YP_009408786
Etheostoma okaloosae	YP_009408773
Sphyrna mokarran	YP_009408678
Elysia cornigera	YP_009408650
Dactylogyrus lamellatus	YP_009414351
Microcebus mamiratra	YP_009414236
Peromyscus pectoralis	YP_009414197
Reithrodontomys mexicanus	YP_009414184
Peromyscus aztecus	YP_009414171
Podomys floridanus	YP_009414158
Peromyscus attwateri	YP_009414132
Vaejovis smithi	YP_009412978
Microcebus sambiranensis	YP_009412844
Microcebus griseorufus	YP_009412805
Triatoma infestans	YP_009412488
Anoplocnemis curvipes	YP_009409420
Elysia timida	YP_009408663
Caryophyllaeus brachycollis	YP_009407698
Meghimatium bilineatum	YP_009407677
Pseudogobius fulvicaudus	YP_009407666
Calotomus japonicus	YP_009407653
Lagenorhynchus obliquidens	YP_009407640
Maja squinado	YP_009407625
Maja crispata	YP_009407612
Himantopus himantopus	YP_009407601
Kryptopterus vitreolus	YP_009407551
Peltocephalus dumerilianus	YP_009402840
Floraphis meitanensis	YP_009400309
Meitanaphis elongallis	YP_009400296
Baizongia pistaciae	YP_009400283
Nurudea yanoniella	YP_009400270
Meitanaphis flavogallis	YP_009400257
Nurudea ibofushi	YP_009400244
Floraphis choui	YP_009400231
Poecilia mexicana	YP_009400181
Poecilia latipinna	YP_009400168
Gekko hokouensis	YP_009400155
Nurudea shiraii	YP_009400040
Segonzacia mesatlantica	YP_009400027
Stenostomum sthenum	YP_009391128
Caenorhabditis castelli	YP_009391097
Caenorhabditis afra	YP_009391085
Caenorhabditis macrosperma	YP_009391073
Caenorhabditis nouraguensis	YP_009391061
Caenorhabditis wallacei	YP_009391049
Caenorhabditis virilis	YP_009391037
Caenorhabditis doughertyi	YP_009391025
Caenorhabditis angaria	YP_009391013
Caenorhabditis plicata	YP_009391001
Caenorhabditis brenneri	YP_009390989
Caenorhabditis remanei	YP_009390977
Elephas antiquus	YP_009389988
Schlechtendalia peitan	YP_009400053
Hypogymnia vittata	YP_009420963
Carlito syrichta	YP_002929466
Imshaugia aleurites	YP_009412627
Halcyon pileata	YP_009034520
Gonatodes albogularis	YP_009388952
Ptyodactylus guttatus	YP_009388939
Cyrtopodion scabrum	YP_009388926
Aeluroscalabotes felinus	YP_009388913
Craterocephalus eyresii	YP_009388887
Atherinosoma microstoma	YP_009388874
Yasuhikotakia modesta	YP_009388848
Ancylostoma ceylanicum	YP_009388737
Mastacembelus erythrotaenia	YP_009388726
Thryssa dussumieri	YP_009387984
Esteya vermicola	YP_009391101
Amblygaster sirm	YP_009387971
Dussumieria elopsoides	YP_009387958
Opisthopterus tardoore	YP_009387945
Aquatica ficta	YP_009387918
Chelidonichthys kumu	YP_009387906
Thermophis shangrila	YP_009387893
Squatina squatina	YP_009387880
Nauphoeta cinerea	YP_009387526
Paramesotriton chinensis	YP_009383954
Poteriostomum imparidentatum	YP_009383850
Cyathostomum catinatum	YP_009383826
Cottus amblystomopsis	YP_009383809
Cottus volki	YP_009383796
Kryptopterus bicirrhis	YP_009383696
Zelandoperla fenestrata	YP_009383600
Helicana wuana	YP_009383502
Odorrana hainanensis	YP_009382755
Odorrana wuchuanensis	YP_009382742
Cylicostephanus minutus	YP_009383838
Isodiametra pulchra	YP_009380101
Archaphanostoma ylvae	YP_009380086
Paratomella rubra	YP_009380073
Megaleporinus obtusidens	YP_009380062
Lepidotrigla microptera	YP_009380049
Gammarus fossarum	YP_009379680
Embiratermes neotenicus	YP_009379231
Labiotermes labralis	YP_009379218
Pachycerina decemlineata	YP_009378999
Glyptothorax cavia	YP_009378974
Nembrotha kubaryana	YP_009378967
Acrossocheilus wuyiensis	YP_009378948
Acrossocheilus spinifer	YP_009378935
Acrossocheilus jishouensis	YP_009378922
Favites pentagona	YP_009378919
Solemya velesiana	YP_009378340
Solemya pervernicosa	YP_009378327
Solemya elarraichensis	YP_009378314
Cumberlandia monodonta	YP_009373456
Echyridella menziesii	YP_009373442
Mutela dubia	YP_009373429
Neotrigonia margaritacea	YP_009373416
Neostylopyga rhombifolia	YP_009373404
Centropyge nox	YP_009380450
Kiwa tyleri	YP_009379186
Margaritifera marocana	YP_009378629
Periplaneta australasiae	YP_009373391
Diploscapter coronatus	YP_009389044
Carcharodon carcharias	YP_008578240
Aquatica wuhana	YP_009387931
Ozobranchus jantseanus	YP_009371241
Cypseloides fumigatus	YP_009379407
Amazona ventralis	YP_009365088
Sorex roboratus	YP_009371250
Truljalia hibinonis	YP_009370795
Sinocrossocheilus bamaensis	YP_009370454
Pontoscolex corethrurus	YP_009370148
Macrosteles quadrilineatus	YP_009370123
Schistura fasciolata	YP_009370085
Pseudophyllus titan	YP_009369706
Tripneustes gratilla	YP_009369668
Cromileptes altivelis x Epinephelus lanceolatus	YP_009364890
Aiolopus thalassinus	YP_009364876
Xiphister atropurpureus	YP_009364638
Epinephelus akaara x Epinephelus lanceolatus	YP_009364625
Capnia zijinshana	YP_009364461
Diodon hystrix	YP_009364260
Liobagrus styani	YP_009363756
Khawia sinensis	YP_009370872
Oecanthus sinensis	YP_009370852
Metrioptera ussuriana	YP_009370782
Trachypithecus poliocephalus	YP_009370770
Huso dauricus x Acipenser schrenckii	YP_009370163
Orcula dolium	YP_009370135
Bavayia robusta	YP_009370111
Oryzias curvinotus	YP_009369802
Mespilia globulus	YP_009369655
Heterocentrotus mammillatus	YP_009369642
Echinometra mathaei	YP_009369629
Phaneroptera nigroantennata	YP_009368833
Thyestilla gebleri	YP_009368768
Lycodes ygreknotatus	YP_009368756
